01174, 5, None, None
huel, 20, None, None
01132, 10, None, None
18968, 10, None, None
45057201, 5, None, None
09040, 7, None, None
09003, 6, None, None
08013, 15, None, None
20445, 10, None, None
45217808, 8, None, None
45363748, 10, None, None
45041238, 10, None, None
11090, 7, None, None
myprotein, 5, None, None
